iter	Passed	Remaining
388	1677	2635
389	1682	2631
390	1686	2626
391	1690	2621
392	1694	2616
393	1698	2612
394	1702	2608
395	1707	2604
396	1711	2600
397	1715	2595
398	1719	2590
399	1724	2586
400	1729	2582
401	1733	2578
402	1737	2574
403	1741	2569
404	1746	2565
405	1750	2561
406	1754	2556
407	1759	2552
408	1763	2547
409	1767	2543
410	1771	2538
411	1775	2533
412	1779	2529
413	1783	2524
414	1787	2519
415	1792	2515
416	1796	2511
417	1800	2506
418	1804	2502
419	1809	2498
420	1813	2493
421	1817	2489
422	1821	2485
423	1825	2480
424	1829	2475
425	1833	2470
426	1837	2465
427	1841	2460
428	1845	2456
429	1849	2452
430	1854	2447
431	1858	2443
432	1862	2438
433	1866	2434
434	1871	2430
435	1875	2426
436	1879	2422
437	1883	2417
438	1887	2412
439	1891	2407
440	1895	2403
441	1900	2398
442	1904	2394
443	1908	2389
444	1912	2385
445	1916	2381
446	1921	2376
447	1925	2372
448	1931	2369
449	1935	2366
450	1940	2361
451	1944	2357
452	1949	2354
453	1955	2351
454	1959	2347
455	1964	2343
456	1968	2338
457	1972	2334
458	1976	2330
459	1982	2326
460	1986	2322
461	1990	2318
462	1994	2313
463	1998	2308
464	2002	2303
465	2007	2300
466	2011	2296
467	2015	2291
468	2020	2287
469	2024	2282
470	2028	2278
471	2032	2273
472	2037	2269
473	2042	2266
474	2046	2261
475	2050	2257
476	2054	2252
477	2058	2247
478	2062	2243
479	2067	2239
480	2070	2234
481	2075	2230
482	2079	2226
483	2084	2221
484	2087	2217
485	2091	2212
486	2096	2208
487	2100	2203
488	2104	2198
489	2108	2194
490	2112	2190
491	2116	2185
492	2121	2181
493	2125	2177
494	2129	2172
495	2133	2168
496	2138	2164
497	2142	2160
498	2147	2155
499	2151	2151
500	2155	2146
501	2159	2142
502	2163	2137
503	2167	2132
504	2170	2127
505	2174	2123
506	2178	2118
507	2182	2113
508	2187	2109
509	2191	2105
510	2195	2100
511	2199	2096
512	2204	2092
513	2208	2088
514	2212	2083
515	2216	2078
516	2219	2073
517	2223	2069
518	2227	2064
519	2232	2060
520	2235	2055
521	2240	2051
522	2245	2047
523	2248	2042
524	2253	2038
525	2257	2034
526	2261	2030
527	2266	2025
528	2270	2021
529	2274	2017
530	2278	2012
531	2282	2008
532	2286	2003
533	2291	1999
534	2295	1995
535	2300	1991
536	2304	1987
537	2308	1982
538	2312	1977
539	2316	1973
540	2321	1969
541	2324	1964
542	2328	1959
543	2331	1954
544	2336	1950
545	2340	1946
546	2344	1941
547	2348	1936
548	2352	1932
549	2356	1928
550	2360	1923
551	2365	1919
552	2369	1915
553	2373	1910
554	2378	1906
555	2382	1902
556	2386	1898
557	2390	1893
558	2394	1889
559	2398	1884
560	2403	1880
561	2407	1876
562	2412	1872
563	2416	1867
564	2420	1863
565	2424	1859
566	2428	1854
567	2433	1850
568	2437	1846
569	2441	1841
570	2445	1837
571	2450	1833
572	2454	1828
573	2459	1824
574	2463	1821
575	2467	1816
576	2472	1812
577	2476	1808
578	2481	1804
579	2485	1799
580	2489	1795
581	2493	1790
582	2497	1786
583	2501	1782
584	2506	1778
585	2511	1773
586	2515	1769
587	2520	1766
588	2525	1762
589	2530	1758
590	2534	1753
591	2539	1749
592	2543	1745
593	2547	1741
594	2551	1736
595	2556	1732
596	2560	1728
597	2565	1724
598	2569	1720
599	2573	1715
600	2578	1711
601	2581	1707
602	2586	1702
603	2590	1698
604	2594	1693
605	2599	1689
606	2602	1685
607	2606	1680
608	2611	1676
609	2616	1672
610	2620	1668
611	2624	1663
612	2628	1659
613	2632	1655
614	2636	1650
615	2641	1646
616	2645	1642
617	2649	1637
618	2653	1633
619	2657	1628
620	2661	1624
621	2666	1620
622	2670	1615
623	2674	1611
624	2678	1606
625	2682	1602
626	2686	1598
627	2690	1593
628	2694	1589
629	2698	1584
630	2703	1581
631	2708	1576
632	2712	1572
633	2716	1568
634	2720	1563
635	2724	1559
636	2728	1554
637	2732	1550
638	2736	1546
639	2740	1541
640	2744	1537
641	2749	1533
642	2753	1528
643	2758	1524
644	2762	1520
645	2766	1515
646	2770	1511
647	2775	1507
648	2778	1502
649	2782	1498
650	2787	1494
651	2791	1489
652	2795	1485
653	2798	1480
654	2803	1476
655	2808	1472
656	2812	1468
657	2817	1464
658	2821	1460
659	2825	1455
660	2830	1451
661	2834	1447
662	2838	1442
663	2842	1438
664	2846	1433
665	2850	1429
666	2854	1424
667	2858	1420
668	2862	1416
669	2866	1411
670	2870	1407
671	2874	1403
672	2878	1398
673	2882	1394
674	2886	1389
675	2890	1385
676	2894	1381
677	2899	1376
678	2903	1372
679	2907	1368
680	2911	1364
681	2915	1359
682	2919	1355
683	2924	1350
684	2927	1346
685	2932	1342
686	2936	1338
687	2940	1333
688	2944	1329
689	2948	1324
690	2952	1320
691	2956	1316
692	2960	1311
693	2964	1307
694	2968	1302
695	2973	1298
696	2977	1294
697	2980	1289
698	2984	1285
699	2988	1280
700	2993	1276
701	2998	1272
702	3003	1268
703	3007	1264
704	3011	1260
705	3015	1255
706	3019	1251
707	3023	1247
708	3027	1242
709	3032	1238
710	3036	1234
711	3041	1230
712	3045	1225
713	3049	1221
714	3053	1217
715	3058	1213
716	3062	1208
717	3066	1204
718	3070	1200
719	3075	1195
720	3079	1191
721	3083	1187
722	3087	1182
723	3091	1178
724	3095	1174
725	3100	1169
726	3105	1166
727	3109	1161
728	3113	1157
729	3117	1152
730	3121	1148
731	3125	1144
732	3130	1140
733	3134	1135
734	3138	1131
735	3143	1127
736	3147	1123
737	3151	1118
738	3155	1114
739	3159	1109
740	3163	1105
741	3167	1101
742	3171	1096
743	3175	1092
744	3179	1088
745	3183	1083
746	3187	1079
747	3192	1075
748	3197	1071
749	3201	1067
750	3205	1062
751	3210	1058
752	3214	1054
753	3218	1050
754	3223	1045
755	3228	1041
756	3232	1037
757	3236	1033
758	3241	1029
759	3245	1024
760	3248	1020
761	3253	1016
762	3258	1011
763	3261	1007
764	3266	1003
765	3269	998
766	3274	994
767	3278	990
768	3283	986
769	3286	981
770	3291	977
771	3295	973
772	3299	968
773	3304	964
774	3308	960
775	3313	956
776	3317	952
777	3321	947
778	3324	943
779	3328	938
780	3333	934
781	3337	930
782	3342	926
783	3346	921
784	3350	917
785	3354	913
786	3359	909
787	3363	904
788	3367	900
789	3371	896
790	3376	892
791	3380	887
792	3384	883
793	3388	879
794	3392	874
795	3396	870
796	3400	866
797	3405	862
798	3409	857
799	3413	853
800	3417	849
801	3421	844
802	3425	840
803	3430	836
804	3434	831
805	3438	827
806	3443	823
807	3447	819
808	3451	814
809	3456	810
810	3459	806
811	3463	801
812	3468	797
813	3472	793
814	3476	789
815	3480	784
816	3484	780
817	3488	776
818	3492	771
819	3496	767
820	3500	763
821	3504	758
822	3509	754
823	3513	750
824	3518	746
825	3522	741
826	3526	737
827	3530	733
828	3535	729
829	3539	724
830	3543	720
831	3547	716
832	3551	711
833	3555	707
834	3560	703
835	3563	699
836	3568	694
837	3573	690
838	3576	686
839	3581	682
840	3585	677
841	3589	673
842	3593	669
843	3597	665
844	3601	660
845	3605	656
846	3610	652
847	3614	647
848	3618	643
849	3623	639
850	3627	635
851	3632	630
852	3636	626
853	3639	622
854	3643	617
855	3647	613
856	3652	609
857	3656	605
858	3660	600
859	3664	596
860	3668	592
861	3672	587
862	3676	583
863	3680	579
864	3684	575
865	3688	570
866	3692	566
867	3697	562
868	3701	557
869	3705	553
870	3708	549
871	3712	544
872	3716	540
873	3720	536
874	3724	532
875	3728	527
876	3733	523
877	3737	519
878	3741	515
879	3746	510
880	3750	506
881	3754	502
882	3758	498
883	3762	493
884	3766	489
885	3770	485
886	3774	480
887	3778	476
888	3782	472
889	3787	468
890	3791	463
891	3795	459
892	3800	455
893	3804	451
894	3808	446
895	3812	442
896	3817	438
897	3822	434
898	3827	429
899	3831	425
900	3835	421
901	3838	417
902	3842	412
903	3846	408
904	3850	404
905	3855	400
906	3859	395
907	3864	391
908	3868	387
909	3872	383
910	3877	378
911	3881	374
912	3885	370
913	3889	365
914	3894	361
915	3898	357
916	3902	353
917	3907	349
918	3912	344
919	3917	340
920	3921	336
921	3925	332
922	3929	327
923	3933	323
924	3937	319
925	3941	314
926	3945	310
927	3949	306
928	3954	302
929	3958	297
930	3963	293
931	3967	289
932	3971	285
933	3975	280
934	3979	276
935	3984	272
936	3989	268
937	3993	263
938	3997	259
939	4001	255
940	4006	251
941	4010	246
942	4014	242
943	4019	238
944	4022	234
945	4026	229
946	4030	225
947	4034	221
948	4038	217
949	4042	212
950	4046	208
951	4050	204
952	4055	200
953	4059	195
954	4063	191
955	4067	187
956	4071	182
957	4075	178
958	4079	174
959	4083	170
960	4087	165
961	4092	161
962	4095	157
963	4099	153
964	4103	148
965	4108	144
966	4113	140
967	4117	136
968	4122	131
969	4126	127
970	4131	123
971	4135	119
972	4139	114
973	4144	110
974	4148	106
975	4151	102
976	4155	97
977	4159	93
978	4163	89
979	4168	85
980	4172	80
981	4176	76
982	4181	72
983	4185	68
984	4189	63
985	4193	59
986	4197	55
987	4201	51
988	4205	46
989	4210	42
990	4214	38
991	4218	34
992	4223	29
993	4228	25
994	4232	21
995	4236	17
996	4240	12
997	4244	8
998	4248	4
999	4253	0
